Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Prodotti complementari (product.metafields.shopify--discovery--product_recommendation.complementary_products),Prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products),Impostazioni dei prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products_display),Boost dei prodotti per la ricerca (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
set-4-bicch-espresso-pausa-caffe-nero,SET 4 BICCH. ESPRESSO PAUSA CAFFE NERO,"<p><br></p>
<ul data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; padding-left: 20px; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Set 4 bicchierini espresso in vetro borosilicato decoro Pausa Caffè in nero</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Per noi italiani l'espresso è un rito a cui è impossibile rinunciare e i nostri bicchierini sono perfetti per una pausa in compagnia o da soli per bere il tuo caffè<br data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Realizzati<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> </span>in vetro borosilicato, un materiale che ha caratteristiche uniche, infatti nonostante sia leggerissimo è molto resistente, super trasparente, molto brillante e facile da pulire</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">La forma moderna e il decoro Pausa Caffè rendono il bicchierino perfetto sia per le case più classiche ed eleganti, che per le case più giovani e moderne</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Il set di 4 bicchierini è anche un'ottima idea regalo</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Puoi lavare<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> i bicchierini </span>in lavastoviglie: <span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">si consiglia una temperatura di lavaggio max. 50° e di non utilizzare detersivi abrasivi o aggressivi</span>
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Dimensioni diam. 5.8 cm x h 6 cm - palettina inclusa<br>
</li>
</ul>
<p> </p>",Simple Day,Uncategorized,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:36028, stile:classico",true,Title,Default Title,,,,,,,,36028,0.0,shopify,3,deny,manual,27.00,0.00,true,true,,,,,8058269696115,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36028_--_000_113652.jpg?v=1776422216,1,"",false,,,,,,,,kg,,,active
set-4-bicch-espresso-happy-nero,SET 4 BICCH. ESPRESSO HAPPY NERO,"<p data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Set 4 bicchierini espresso in vetro borosilicato decoro Happy in nero</p><ul data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; padding-left: 20px; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Per noi italiani l'espresso è un rito a cui è impossibile rinunciare e i nostri bicchierini sono perfetti per una pausa in compagnia o da soli per bere il tuo caffè<br data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Realizzati<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> </span>in vetro borosilicato, un materiale che ha caratteristiche uniche, infatti nonostante sia leggerissimo è molto resistente, super trasparente, molto brillante e facile da pulire</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">La forma moderna e il decoro Happy con cuore rendono il bicchierino perfetto sia per le case più classiche ed eleganti, che per le case più giovani e moderne</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Il set di 4 bicchierini è anche un'ottima idea regalo</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Puoi lavare<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> i bicchierini </span>in lavastoviglie: <span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">si consiglia una temperatura di lavaggio max. 50° e di non utilizzare detersivi abrasivi o aggressivi</span>
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Dimensioni diam. 5.8 cm x h 6 cm - palettina inclusa</li>
</ul><p> </p>",Simple Day,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:36026, stile:classico",true,Title,Default Title,,,,,,,,36026,0.0,shopify,4,deny,manual,27.00,0.00,true,true,,,,,8058269696139,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36026_--_000_113650.jpg?v=1776422219,1,"",false,,,,,,,,kg,,,active
set-4-bicch-espresso-espresso-nero,SET 4 BICCH. ESPRESSO ESPRESSO NERO,"<ul data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; padding-left: 20px; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Set 4 bicchierini espresso in vetro borosilicato decoro Espresso in nero</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); margin-top: 0.9375rem; margin-bottom: 0.9375rem; padding-left: 20px; color: rgb(0, 0, 0); font-family: Jost, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Per noi italiani l'espresso è un rito a cui è impossibile rinunciare e i nostri bicchierini sono perfetti per una pausa in compagnia o da soli per bere il tuo caffè<br data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Realizzati<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> </span>in vetro borosilicato, un materiale che ha caratteristiche uniche, infatti nonostante sia leggerissimo è molto resistente, super trasparente, molto brillante e facile da pulire</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">La forma moderna e il decoro Espresso con cuore rendono il bicchierino perfetto sia per le case più classiche ed eleganti, che per le case più giovani e moderne</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Il set di 4 bicchierini è anche un'ottima idea regalo</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Puoi lavare<span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);""> i bicchierini </span>in lavastoviglie: <span data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">si consiglia una temperatura di lavaggio max. 50° e di non utilizzare detersivi abrasivi o aggressivi</span>
</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Dimensioni diam. 5.8 cm x h 6 cm - palettina inclusa</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">Prodotto disegnato in Italia</li>
<li data-mce-fragment=""1"" style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; text-size-adjust: none; -webkit-tap-highlight-color: rgba(0, 0, 0, 0);"">
</li>
</ul><p> </p>",Simple Day,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:36027, stile:classico",true,Title,Default Title,,,,,,,,36027,0.0,shopify,3,deny,manual,27.00,0.00,true,true,,,,,8058269696122,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36027_--_000_113651.jpg?v=1776422222,1,"",false,,,,,,,,kg,,,active
set-4-bicch-espresso-caffettino,SET 4 BICCH. ESPRESSO CAFFETTINO,"<p>Set di 4 bicchieri espresso in vetro da 75-100 ml, perfetti per servire caffettino con stile minimalista. Simple Day offre praticità quotidiana a €27,00: bicchieri resistenti ideali per chi consuma 2-3 caffè al giorno in famiglia o bar.</p>

<p>Vetro trasparente con scritta caffettino incisa, facili da pulire e impilabili. Resistono a temperature fino a 70°C, compatibili con lavastoviglie. Eleganti per la tavola, robusti per l'uso intenso.</p>

<h3>Domande Frequenti</h3>
<p><strong>Quale capacità hanno i bicchieri?</strong> Circa 75-100 ml, la misura standard per espresso e caffettino italiano.</p>
<p><strong>Possono andare in lavastoviglie?</strong> Sì, il vetro è resistente alle alte temperature e facile da pulire.</p>",Simple Day,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:27212, stile:minimal",true,Title,Default Title,,,,,,,,27212,0.0,shopify,2,deny,manual,27.00,0.00,true,true,,,,,8058269699758,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27212_--_000_104406.jpg?v=1776422222,1,"",false,,,,,,,,kg,,,active
set-4-bicch-espresso-buon-caffe-bianco,SET 4 BICCH. ESPRESSO BUON CAFFE' BIANCO,"<p>Set di 4 bicchieri espresso in vetro bianco dal design minimal di Simple Day. Perfetti per servire il caffè quotidiano con eleganza, questi bicchieri da 80-100 ml garantiscono una presentazione raffinata a tavola. Resistenti e pratici, ideali per chi apprezza la semplicità senza compromessi.</p>

<h3>Bicchieri Espresso: Praticità e Stile Quotidiano</h3>

<p>Ogni bicchiere del set offre una capacità standard per l'espresso, permettendoti di servire 4 tazze contemporaneamente con coerenza visiva. Il vetro trasparente esalta il colore scuro del caffè, mentre il bianco della base crea contrasto elegante. Adatti a colazioni in famiglia e cene con ospiti.</p>

<h3>Material e Resistenza dei Bicchieri</h3>

<p>Realizzati in vetro robusto, resistono al lavaggio quotidiano mantenendo trasparenza e brillantezza nel tempo. La forma ergonomica facilita la presa e il consumo confortevole, trasformando il momento del caffè in un'esperienza piacevole.</p>

<h3>Domande Frequenti</h3>

<p><strong>Quale capacità hanno i bicchieri?</strong><br>La capacità standard è di 80-100 ml, perfetta per servire un espresso singolo o doppio secondo le preferenze.</p>

<p><strong>Sono lavabili in lavastoviglie?</strong><br></p>",Simple Day,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:27211, stile:elegante, stile:minimal",true,Title,Default Title,,,,,,,,27211,0.0,shopify,0,deny,manual,27.00,0.00,true,true,,,,,8058269696177,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27211_--_000_104405.jpg?v=1776316429,1,"",false,,,,,,,,kg,,,active
set-2pz-candela-a-stelo-toiletpaper-snakes-white,"SET 2PZ CANDELA A STELO TOILETPAPER ""SNAKES WHITE""","<p>Due candele a stelo Seletti Toilet Paper con design serpenti bianco: decorazione ironica che trasforma l'ambiente in 2-3 ore di illuminazione artistica. Cera premium e motivi hand-painted creano un effetto gallery nel living, perfette per chi cerca oggetti fuori dagli schemi che uniscono estetica contemporanea e funzionalità.</p>

<h3>Perché scegliere le candele Snakes White</h3>

<p>La linea Toilet Paper firma Seletti regala personalità agli spazi: ogni candela a stelo dura fino a 20 ore, trasformando il décor in conversazione. I serpenti colorati su fondo bianco rompono l'ordinarietà, rendendole scelta consapevole per chi distingue design pop-art da kitsch banale.</p>

<h4>Domande frequenti</h4>

<p><strong>Quanto durano queste candele decorative?</strong><br>
La durata media è di 15-20 ore di combustione continua, garantendo illuminazione prolungata senza compromessi estetici.</p>

<p><strong>Le candele Seletti Toilet Paper mantengono il design durante l'uso?</strong><br>
Sì, i motivi serpenti sono realizzati con tecniche di stampa resistenti al calore, preservando l'effetto artistico fino all'esaurimento della cera.</p>",Seletti,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:34859, stile:divertente, stile:elegante",true,Title,Default Title,,,,,,,,34859,0.0,shopify,4,deny,manual,0.00,0.00,true,true,,,,,8008215220413,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/34859_--_000_112384.jpg?v=1776280907,1,"",false,,,,,,,,kg,,,active
set-2pz-candela-a-stelo-toiletpaper-snakes-black,"SET 2PZ CANDELA A STELO TOILETPAPER ""SNAKES BLACK""","<p>Due candele a stelo della collezione Toilet Paper Snakes Black di Seletti: design artistico con serpenti in rilievo su fondo nero. Ogni pezzo combina funzionalità decorativa e illuminazione, perfetto per chi cerca oggetti con personalità. Ideale in salotto, camera o come idea regalo per amanti del design contemporaneo.</p>

<h3>Perché scegliere queste candele decorate</h3>
<p>La stampa grafica su candela garantisce un effetto visivo ricercato per 20-30 ore di combustione. Il set di 2 pezzi consente di creare composizioni simmetriche su superfici diverse, moltiplicando l'impatto estetico dell'ambiente.</p>

<h3>Domande frequenti</h3>
<p><strong>Quanto durano le candele a stelo Toilet Paper?</strong> La durata dipende dall'accensione, ma ogni stelo offre circa 20-30 ore di luce continua. <strong>Il motivo serpenti è lo stesso su entrambe le candele?</strong> Sì, il design è identico sui due pezzi, mantenendo coerenza visiva nel set.</p>",Seletti,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:34855, stile:classico",true,Title,Default Title,,,,,,,,34855,0.0,shopify,4,deny,manual,0.00,0.00,true,true,,,,,8008215220437,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/34855_--_000_112380.jpg?v=1776298644,1,"",false,,,,,,,,kg,,,active
set-2-tov-tonde-verde-cm-38-bordo-arancio,SET 2 TOV.TONDE VERDE CM 38 BORDO ARANCIO,"<p>Set di 2 tovaglie rotonde diametro 38 cm in verde intenso con bordo arancio. Il contrasto cromatico vivacizza la tavola, perfetto per cene in famiglia o cene eleganti. Bitossi propone questa combinazione per chi cerca tavoli coordinati e accoglienti con dettagli che catturano lo sguardo.</p>

<h3>Tovaglie rotonde 38 cm: stile e praticità</h3>

<p>Due pezzi pronti all'uso garantiscono sempre una tovaglia disponibile mentre l'altra è in lavaggio. Le dimensioni si adattano a tavoli rotondi standard, creando presentazioni ordinate e raffinate in pochi secondi.</p>

<h3>Mini-FAQ</h3>

<p><strong>Che dimensioni ha ogni tovaglia?</strong><br>
Diametro 38 cm, perfette per tavoli rotondi di medie dimensioni.</p>

<p><strong>Il set contiene quanti pezzi?</strong><br>
2 tovaglie rotonde, pronte per alternate in cucina.</p>",BITOSSI,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:37004, stile:elegante",true,Title,Default Title,,,,,,,,37004,0.0,shopify,3,deny,manual,54.00,0.00,true,true,,,,,8031638055249,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/37004_--_000_114630.png?v=1776309864,1,"",false,,,,,,,,kg,,,active
set-2-tov-tonde-rossa-cm-38-bordo-rosa,SET 2 TOV.TONDE ROSSA CM 38 BORDO ROSA,"<p>Set di 2 piatti tondi in ceramica Bitossi, diametro 38 cm, rosso con bordo rosa. Perfetti per portata, cena formale e tavola elegante. La forma rotonda e il contrasto cromatico valorizzano ogni presentazione culinaria con stile tradizionale italiano.</p>

<h4>Perché scegliere questi piatti rossi?</h4>
<p>Due pezzi coordinati garantiscono servizio per coppia. Il materiale ceramico resiste a temperature standard. La tonalità rossa con bordo rosa evoca eleganza senza compromessi, ideale per chi desidera tavola sofisticata e coordinata.</p>

<h4>Domande frequenti</h4>
<p><strong>Sono adatti alla lavastoviglie?</strong> La ceramica Bitossi richiede lavaggio a mano delicato per preservare il bordo rosa e la verniciatura.</p>
<p><strong>Quale uso è consigliato?</strong> Piatti da portata e servizio per cene formali, buffet e presentazioni, non adatti a uso quotidiano come piatto piano.</p>",BITOSSI,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:37005, stile:elegante, stile:romantico",true,Title,Default Title,,,,,,,,37005,0.0,shopify,5,deny,manual,54.00,0.00,true,true,,,,,8031638055256,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/37005_--_000_114631.png?v=1776291435,1,"",false,,,,,,,,kg,,,active
set-2-tov-tonde-rosa-38cm-bordo-verde,SET 2 TOV.TONDE ROSA 38cm BORDO VERDE,"<p>Due tovaglie rotonde da 38 cm in rosa soft con bordo verde: la scelta perfetta per proteggere la tavola mantenendo eleganza. Set BITOSSI ideale per cene quotidiane e occasioni speciali, combina funzionalità e design decorativo in un'unica soluzione.</p>

<h3>Perché scegliere questo set di tovaglie rotonde</h3>

<p>Due pezzi coordinati riducono il cambio biancheria tra i pasti, mentre il diametro di 38 cm si adatta a tavoli di medie dimensioni. Il contrasto rosa-verde crea un'atmosfera accogliente senza appesantire l'ambiente, perfetto per chi cerca armonia tra praticità e stile.</p>

<h4>Domande frequenti su tovaglie rotonde decorate</h4>

<p><strong>Quali dimensioni di tavolo richiedono una tovaglia da 38 cm?</strong> Ideale per tavoli rotondi da 70-90 cm di diametro, garantisce copertura elegante con ricaduta contenuta.</p>

<p><strong>Il bordo verde è resistente al lavaggio?</strong> I prodotti BITOSSI mantengono colori vivaci nel tempo con lavaggi a temperature moderate.</p>",BITOSSI,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:36997, stile:romantico",true,Title,Default Title,,,,,,,,36997,0.0,shopify,5,deny,manual,54.00,0.00,true,true,,,,,8031638055294,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36997_--_000_114623.png?v=1776282386,1,"",false,,,,,,,,kg,,,active
set-2-tov-tonde-ocra-cm-38-bordo-azzurro,SET 2 TOV.TONDE OCRA cm 38 BORDO AZZURRO,"<p>Due tovaglie rotonde da 38 cm in ocra con bordo azzurro: la soluzione perfetta per trasformare tavoli piccoli e medi in spazi eleganti e coordinati. Realizzate da BITOSSI, garantiscono praticità per cene in famiglia e occasioni speciali, mantenendo inalterato l'impatto estetico grazie ai contrasti cromatici ben definiti.</p>

<p><strong>Perché sceglierle:</strong> Il set di 2 pezzi dimezza i tempi di cambio biancheria, mentre le dimensioni compatte si adattano a qualsiasi ambiente domestico senza ingombri negli armadi.</p>

<h3>Domande Frequenti</h3>
<p><strong>Quale diametro hanno queste tovaglie?</strong> Misurano 38 cm di diametro, ideali per tavoli tondi di piccole e medie dimensioni.</p>
<p><strong>Di che materiale sono composte?</strong> BITOSSI realizza tovaglie con finiture tessili di qualità, il bordo azzurro è integrato nel design principale del prodotto.</p>",BITOSSI,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:37001, stile:elegante",true,Title,Default Title,,,,,,,,37001,0.0,shopify,5,deny,manual,54.00,0.00,true,true,,,,,8031638055263,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/37001_--_000_114627.png?v=1776269774,1,"",false,,,,,,,,kg,,,active
set-2-tov-tonde-lilla-cm-38-bordo-ocra,SET 2 TOV.TONDE LILLA cm 38 BORDO OCRA,"<p>Due tovaglie rotonde da 38 cm in lilla con bordo ocra: l'eleganza italiana di Bitossi per trasformare la tavola in un'occasione speciale. Colori coordinati e geometria rotonda creano un'atmosfera raffinata, perfette come tovagliette o copritavolo per cena.</p>

<p><strong>Perché sceglierle:</strong> Set da 2 pezzi consente rotazioni senza stress lavaggio, dimensioni compatte adatte a tavoli piccoli e spazi intimi, design bicolore che abbina versatilità a personalità decisa.</p>

<h4>Domande frequenti</h4>

<p><strong>Quale materiale hanno le tovaglie lilla Bitossi?</strong><br>La composizione tessile garantisce resistenza al lavaggio e manutenzione semplice; contatta il rivenditore per dettagli specifici su fibre e temperature consigliate.</p>

<p><strong>Bastano 38 cm di diametro per una tavola da 4 persone?</strong><br>Le dimensioni sono ideali come tovagliette individuali o centrotavola decorativo; per coprire completamente il piano, abbina più set.</p>",BITOSSI,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:36999, stile:elegante",true,Title,Default Title,,,,,,,,36999,0.0,shopify,5,deny,manual,54.00,0.00,true,true,,,,,8031638055287,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36999_--_000_114625.png?v=1776311652,1,"",false,,,,,,,,kg,,,active
